"Environment Canada"
"Monthly Values for December - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"OYEN AGDM","51.383","-110.350","AB","-13.0","8",NA,"4.4","6","-30.9","2","",,NA,"5.3","10",NA,"","2","",,NA,"713.1","0.0","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","-13.3","5",NA,"8.6","4","-34.8","1","",,NA,"1.7","9",NA,"","1","",,NA,"813.9","0.0","3025243"
"PRENTISS","52.433","-113.600","AB","-12.1","4",NA,"3.1","4","-27.4","0","",,NA,"13.6","4",NA,"","4","",,NA,"813.0","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","",,NA,"",,"",,"39.8","0",NA,"24.4","0",NA,"18.0","5","",,NA,"","","3025481"
"SCHULER AGDM","50.307","-110.091","AB","-11.4","7",NA,"4.1","7","-27.7","0","",,NA,"6.7","7",NA,"","2","",,NA,"705.8","0.0","3025768"
"THREE HILLS","51.768","-113.206","AB","-10.1","8",NA,"6.2","8","-32.1","2","",,NA,"12.8","12",NA,"","2","",,NA,"647.1","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","-14.4","0",NA,"4.9","0","-36.4","0","",,NA,"38.4","0",NA,"16.0","6","",,NA,"1004.8","0.0","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","-12.4","0",NA,"4.5","0","-31.9","0","",,NA,"14.6","0",NA,"","4","",,NA,"943.0","0.0","3027582"
"AZURE","50.512","-114.013","AB","-11.5","0",NA,"6.2","0","-29.3","0","",,NA,"8.1","19",NA,"","2","",,NA,"915.4","0.0","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","-8.5","11",NA,"9.1","9","-30.5","4","",,NA,"11.3","10",NA,"","4","",,NA,"529.2","0.0","3030525"
"BARONS AGCM","50.026","-113.224","AB","-12.0","10",NA,"7.5","10","-31.9","6","",,NA,"4.9","12",NA,"","3","",,NA,"629.2","0.0","3030529"
"BASSANO AGCM","50.893","-112.465","AB","-12.6","0",NA,"8.8","0","-31.7","0","",,NA,"11.6","0",NA,"","3","",,NA,"950.0","0.0","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","-12.2","0",NA,"6.0","0","-30.3","0","",,NA,"0.5","28",NA,"","0","",,NA,"936.0","0.0","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","-11.0","3",NA,"6.2","3","-31.1","0","",,NA,"14.3","12",NA,"","4","",,NA,"811.2","0.0","3030720"
"BOW ISLAND","49.734","-111.450","AB","-11.3","0",NA,"7.3","0","-33.5","0","",,NA,"19.5","0",NA,"","5","",,NA,"908.8","0.0","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","-11.5","0",NA,"6.4","0","-32.8","0","",,NA,"18.8","1",NA,"","7","",,NA,"914.4","0.0","3030772"
"BROCKET AGDM","49.617","-113.817","AB","-10.4","2",NA,"6.1","2","-27.9","0","",,NA,"16.8","2",NA,"","5","",,NA,"823.2","0.0","3030830"
"BROOKS","50.555","-111.849","AB","-12.1","0",NA,"7.2","0","-32.2","0","",,NA,"11.5","0",NA,"9.0","2","",,NA,"932.8","0.0","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","-10.3","1",NA,"7.3","1","-26.7","0","25.8","1",NA,"22.4","1",NA,"10.0","5","",,NA,"849.5","0.0","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","-11.0","0",NA,"7.3","0","-26.3","0","",,NA,"20.8","0",NA,"2.0","5","",,NA,"899.5","0.0","3031094"
"CARDSTON","49.201","-113.286","AB","-10.6","0",NA,"8.3","0","-31.5","0","",,NA,"19.8","0",NA,"","6","",,NA,"885.5","0.0","3031322"
"CARWAY","49.001","-113.376","AB","-12.0","0",NA,"6.2","0","-32.9","0","",,NA,"13.2","0",NA,"13.0","4","",,NA,"930.4","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","-12.5","0",NA,"7.4","0","-31.4","0","",,NA,"14.7","1",NA,"","4","",,NA,"945.8","0.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","-11.5","0",NA,"8.1","0","-32.5","0","",,NA,"22.1","0",NA,"1.0","8","",,NA,"914.3","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","-10.7","0",NA,"5.2","0","-25.9","0","",,NA,"21.1","0",NA,"","4","",,NA,"889.6","0.0","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","-11.1","8",NA,"7.1","6","-30.7","3","",,NA,"15.0","8",NA,"","5","",,NA,"669.7","0.0","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","-12.2","0",NA,"6.9","0","-34.6","0","",,NA,"18.1","1",NA,"","7","",,NA,"935.8","0.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","-10.5","0",NA,"8.4","0","-32.0","0","",,NA,"16.1","2",NA,"","5","",,NA,"884.6","0.0","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","-11.3","7",NA,"7.7","7","-32.4","1","",,NA,"14.0","8",NA,"","3","",,NA,"703.3","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","-11.3","0",NA,"7.7","0","-32.4","0","",,NA,"15.5","0",NA,"","5","",,NA,"908.7","0.0","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","-11.7","0",NA,"8.2","0","-29.2","0","",,NA,"12.9","0",NA,"","3","",,NA,"922.0","0.0","3032801"
"GRASSY LAKE","49.874","-111.733","AB","-9.0","5",NA,"8.0","5","-29.8","1","",,NA,"9.5","6",NA,"","5","",,NA,"701.4","0.0","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","-10.5","4",NA,"7.9","4","-29.1","0","",,NA,"17.0","4",NA,"","5","",,NA,"769.6","0.0","3033498"
"IRVINE AGCM","49.989","-110.261","AB","-11.0","0",NA,"5.7","0","-29.8","0","",,NA,"12.7","1",NA,"","3","",,NA,"899.0","0.0","3033550"
"LETHBRIDGE","49.630","-112.799","AB","-11.9","12",NA,"6.9","12","-30.4","12","",,NA,"3.6","12",NA,"","2","",,NA,"567.9","0.0","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"28.6","0",NA,"3.0","7","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","-10.2","3",NA,"7.3","3","-31.8","0","",,NA,"12.7","4",NA,"","4","",,NA,"790.7","0.0","3033897"
"MEDICINE HAT","50.019","-110.721","AB","-9.6","8",NA,"6.3","8","-30.3","8","",,NA,"1.2","8",NA,"","1","",,NA,"633.9","0.0","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","-11.2","0",NA,"6.6","0","-29.6","0","",,NA,"13.3","0",NA,"0.0","5","",,NA,"905.3","0.0","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","-12.3","2",NA,"7.3","2","-31.4","1","",,NA,"14.0","2",NA,"","5","",,NA,"879.6","0.0","3034577"
"NIER AGDM","51.369","-114.099","AB","-11.6","4",NA,"5.9","3","-30.0","2","",,NA,"16.6","4",NA,"","4","",,NA,"798.3","0.0","3034795"
"PINCHER CREEK","49.521","-113.997","AB","-12.7","16",NA,"4.8","16","-31.1","16","",,NA,"0.0","16",NA,"","0","",,NA,"460.0","0.0","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","-12.0","0",NA,"4.5","0","-31.0","0","",,NA,"26.5","0",NA,"0.0","7","",,NA,"928.7","0.0","3035208"
"QUEENSTOWN","50.606","-112.983","AB","-12.1","0","-5.6","7.0","0","-29.0","0","23.0","0","159.0","23.0","0","154.0","0.0","4","","",NA,"933.4","0.0","3035340"
"QUEENSTOWN","50.598","-112.803","AB","-11.6","3",NA,"6.0","3","-27.7","0","",,NA,"15.8","3",NA,"","5","",,NA,"829.4","0.0","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","-10.3","5",NA,"6.7","5","-30.4","0","",,NA,"13.9","14",NA,"","3","",,NA,"735.5","0.0","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","-11.9","0",NA,"8.2","0","-33.7","0","",,NA,"9.7","2",NA,"","3","",,NA,"927.7","0.0","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","-13.4","0",NA,"9.4","0","-33.2","0","",,NA,"13.0","5",NA,"","3","",,NA,"974.1","0.0","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","-11.9","0",NA,"6.2","0","-32.2","0","",,NA,"14.9","0",NA,"","5","",,NA,"928.4","0.0","3035845"
"STANDARD AGCM","51.228","-112.982","AB","-10.6","3",NA,"8.2","2","-26.6","2","",,NA,"7.7","8",NA,"","2","",,NA,"800.0","0.0","3036086"
"STAVELY AAFC","50.183","-113.883","AB","-10.0","0",NA,"4.8","0","-25.3","0","",,NA,"21.0","0",NA,"","5","",,NA,"867.3","0.0","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","-11.6","0",NA,"6.8","0","-29.9","0","",,NA,"15.0","7",NA,"","4","",,NA,"918.0","0.0","3036205"
"TABER","49.792","-112.124","AB","-12.8","19",NA,"6.5","16","-26.5","15","20.0","16",NA,"20.0","16",NA,"","5","","",NA,"369.1","0.0","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","-10.9","0",NA,"5.8","0","-26.5","0","",,NA,"12.4","0",NA,"","5","",,NA,"896.9","0.0","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","-11.2","0",NA,"8.0","0","-31.7","0","",,NA,"11.7","0",NA,"","3","",,NA,"904.3","0.0","3036682"
"WRENTHAM AGDM","49.500","-112.117","AB","-12.1","11",NA,"3.4","8","-30.8","5","",,NA,"12.4","12",NA,"","3","",,NA,"602.4","0.0","3037675"
"OKOTOKS","50.729","-113.961","AB","-11.5","0","-5.2","6.5","0","-28.0","0","47.4","0","381.0","47.4","0","369.0","17.0","6","","",NA,"913.7","0.0","303M9JM"
"PICTURE BUTTE WEST","49.871","-112.788","AB","-11.0","0",NA,"8.5","0","-30.0","0","32.0","0",NA,"32.0","0",NA,"8.0","7","","",NA,"899.3","0.0","303N1G3"
"DEL BONITA AGDM","49.050","-112.817","AB","-11.1","4",NA,"3.5","4","-29.8","0","",,NA,"10.9","4",NA,"","4","",,NA,"787.0","0.0","3042045"
"MANYBERRIES AGCM","49.364","-110.678","AB","-13.2","0",NA,"5.8","0","-37.3","0","",,NA,"13.8","15",NA,"","4","",,NA,"966.3","0.0","3044203"
"MASINASIN AGDM","49.137","-111.652","AB","-5.5","11",NA,"6.8","11","-21.1","10","",,NA,"13.2","14",NA,"0.0","3","",,NA,"470.7","0.0","3044232"
"MILK RIVER","49.133","-112.050","AB","-11.3","0",NA,"6.7","0","-33.8","0","",,NA,"19.6","0",NA,"10.0","5","",,NA,"909.8","0.0","3044533"
"ONEFOUR CDA","49.117","-110.467","AB","-11.4","0",NA,"6.9","0","-34.0","0","",,NA,"13.1","0",NA,"0.0","4","",,NA,"909.9","0.0","3044923"
"PAKOWKI LAKE AGCM","49.225","-111.126","AB","-11.3","0",NA,"7.3","0","-33.6","0","",,NA,"15.1","8",NA,"","3","",,NA,"908.3","0.0","3045000"
"BANFF CS","51.193","-115.552","AB","-13.0","0",NA,"1.8","0","-32.9","0","",,NA,"26.4","0",NA,"14.0","11","",,NA,"962.2","0.0","3050519"
"BEAVER MINES","49.468","-114.175","AB","-10.4","5",NA,"3.9","5","-32.3","4","",,NA,"34.7","5",NA,"1.0","7","",,NA,"738.2","0.0","3050602"
"BOW VALLEY","51.083","-115.067","AB","-12.6","0",NA,"2.7","0","-37.1","0","",,NA,"24.3","0",NA,"","4","",,NA,"947.1","0.0","3050778"
"CROWSNEST","49.628","-114.482","AB","-11.2","0",NA,"3.8","0","-33.8","0","",,NA,"",,NA,"","","",,NA,"904.8","0.0","3051R4R"
"JASPER WARDEN","52.926","-118.030","AB","-13.3","0",NA,"2.5","0","-34.6","0","",,NA,"14.7","0",NA,"14.0","8","",,NA,"971.1","0.0","3053536"
"KANANASKIS","51.028","-115.035","AB","-12.0","0","-5.8","3.5","0","-33.5","0","22.8","0","119.0","20.0","0","106.0","0.0","7","","",NA,"929.2","0.0","3053600"
"KANANASKIS POCATERRA","50.713","-115.120","AB","-13.0","30","-2.9","0.0","27","-26.0","27","14.0","27",NA,"14.0","27",NA,"","2","","",NA,"31.0","0.0","3053604"
"NORDEGG CS","52.492","-116.040","AB","-12.6","0",NA,"3.9","0","-34.2","0","",,NA,"31.5","0",NA,"22.0","4","",,NA,"947.3","0.0","3054843"
"PEKISKO","50.368","-114.416","AB","-12.9","3",NA,"1.8","3","-31.9","0","",,NA,"23.3","4",NA,"18.0","5","",,NA,"864.9","0.0","3055119"
"WATERTON PARK GATE","49.131","-113.809","AB","-10.3","0",NA,"5.6","0","-35.5","0","",,NA,"28.9","0",NA,"","8","",,NA,"877.2","0.0","3056214"
"NAKISKA RIDGETOP","50.943","-115.190","AB","-15.0","0",NA,"-6.7","0","-29.1","0","",,NA,"",,NA,"","","",,NA,"1022.2","0.0","305MGFF"
"ATHABASCA AGCM","54.635","-113.382","AB","-14.2","14",NA,"3.7","12","-34.3","10","",,NA,"3.3","19",NA,"","0","",,NA,"547.0","0.0","3060330"
"ATMORE AGDM","54.782","-112.825","AB","-13.4","7",NA,"3.0","5","-38.1","2","",,NA,"7.8","6",NA,"7.0","2","",,NA,"754.7","0.0","3060406"
"BARRHEAD CS","54.095","-114.448","AB","-14.0","0",NA,"3.9","0","-33.0","0","",,NA,"12.3","0",NA,"17.0","3","",,NA,"991.7","0.0","3060535"
"BRULE BLACK CAT","53.350","-117.867","AB","-11.0","8","-2.3","4.5","5","-36.0","4","23.8","1",NA,"23.8","1",NA,"18.0","5","","",NA,"667.0","0.0","3060903"
"CAMPSIE AUTO","54.131","-114.678","AB","-13.7","1",NA,"5.3","1","-32.7","0","",,NA,"9.8","1",NA,"12.0","3","",,NA,"951.9","0.0","3061201"
"DAPP AGDM","54.317","-113.950","AB","-16.0","19",NA,"1.6","18","-34.8","6","",,NA,"2.0","19",NA,"","0","",,NA,"407.7","0.0","3061975"
"EDSON","53.579","-116.465","AB","-12.4","9",NA,"2.6","9","-29.8","8","",,NA,"0.0","9",NA,"","0","",,NA,"669.1","0.0","3062239"
"EDSON CLIMATE","53.580","-116.453","AB","-13.4","0",NA,"4.7","0","-29.5","0","",,NA,"17.5","0",NA,"15.0","4","",,NA,"974.0","0.0","3062246"
"ENTWISTLE","53.600","-114.983","AB","-7.9","22","1.2","3.0","22","-20.0","22","23.0","22",NA,"23.0","22",NA,"16.0","5","","",NA,"233.1","0.0","3062451"
"EVANSBURG2 AGCM","53.614","-115.062","AB","-14.4","0",NA,"3.5","0","-32.7","0","",,NA,"11.9","3",NA,"","2","",,NA,"1002.9","0.0","3062476"
"FORT ASSINIBOINE AGCM","54.410","-114.769","AB","-13.0","7",NA,"3.4","7","-31.6","2","",,NA,"7.1","7",NA,"","2","",,NA,"744.3","0.0","3062660"
"FORT MCMURRAY CS","56.651","-111.213","AB","-17.7","0",NA,"3.2","0","-41.1","0","",,NA,"20.7","0",NA,"25.0","6","",,NA,"1105.7","0.0","3062696"
"FORT MCMURRAY A","56.653","-111.223","AB","-16.6","11",NA,"2.6","11","-40.8","10","",,NA,"2.0","11",NA,"","1","",,NA,"692.5","0.0","3062697"
"HENDRICKSON CREEK","53.795","-118.447","AB","-15.1","0",NA,"4.7","0","-38.3","0","",,NA,"37.6","0",NA,"31.0","12","",,NA,"1026.3","0.0","3063135"
"HIGH PRAIRIE AGDM","55.396","-116.479","AB","-12.8","15",NA,"7.2","14","-33.6","13","",,NA,"14.0","15",NA,"","5","",,NA,"492.8","0.0","3063165"
"ISLAND LAKE SOUTH","54.821","-113.543","AB","-13.9","0",NA,"3.2","0","-34.7","0","",,NA,"5.0","0",NA,"8.0","1","",,NA,"989.0","0.0","3063600"
"LAC LA BICHE CLIMATE","54.769","-112.024","AB","-13.4","0",NA,"4.2","0","-33.2","0","",,NA,"10.5","0",NA,"15.0","4","",,NA,"973.4","0.0","3063686"
"MILDRED LAKE","57.041","-111.559","AB","-17.3","3",NA,"1.5","2","-35.5","2","",,NA,"32.3","3",NA,"","9","",,NA,"987.4","0.0","3064528"
"RICH LAKE AGDM","54.500","-111.700","AB","-14.7","0",NA,"3.5","0","-35.7","0","",,NA,"11.9","0",NA,"","3","",,NA,"1013.7","0.0","3065475"
"SLAVE LAKE","55.293","-114.777","AB","-10.9","9",NA,"5.0","9","-26.7","8","",,NA,"0.5","9",NA,"","0","",,NA,"635.5","0.0","3065995"
"SLAVE LAKE RCS","55.293","-114.777","AB","-12.5","0",NA,"5.8","0","-30.8","0","",,NA,"15.3","0",NA,"14.0","5","",,NA,"945.8","0.0","3065997"
"TAWATINAW AGCM","54.300","-113.520","AB","-13.8","11",NA,"3.4","8","-27.8","7","",,NA,"5.0","16",NA,"","1","",,NA,"636.7","0.0","3066367"
"WHITECOURT A","54.144","-115.787","AB","",,NA,"13.5","3","",,"",,NA,"",,NA,"","","",,NA,"","","3067373"
"WILLOW CREEK 1","53.386","-118.348","AB","-15.9","2",NA,"-0.1","2","-38.0","0","",,NA,"9.6","3",NA,"22.0","2","",,NA,"983.9","0.0","306GE70"
"BEAVERLODGE RCS","55.197","-119.396","AB","-13.1","0",NA,"2.6","0","-32.7","0","",,NA,"6.5","0",NA,"","2","",,NA,"964.6","0.0","3070600"
"BROWNVALE AGCM","56.118","-117.886","AB","-13.0","8",NA,"2.3","5","-33.4","3","",,NA,"8.6","9",NA,"","3","",,NA,"713.5","0.0","3070800"
"EAGLESHAM AGCM","55.808","-117.887","AB","-14.1","0",NA,"3.3","0","-33.4","0","",,NA,"4.9","1",NA,"","2","",,NA,"994.1","0.0","3072151"
"EGG ISLAND","58.981","-110.439","AB","-22.4","27",NA,"-10.3","25","-30.2","14","",,NA,"",,NA,"","","",,NA,"161.5","0.0","3072246"
"FAIRVIEW AGDM","56.081","-118.439","AB","-14.4","0",NA,"2.4","0","-33.5","0","",,NA,"6.3","2",NA,"","2","",,NA,"1004.0","0.0","3072525"
"FORT CHIPEWYAN","58.767","-111.117","AB","-19.1","12",NA,"-0.7","12","-38.7","12","",,NA,"0.0","12",NA,"","0","",,NA,"705.4","0.0","3072655"
"FORT CHIPEWYAN RCS","58.767","-111.117","AB","-20.6","0",NA,"-0.7","0","-39.0","0","",,NA,"",,NA,"13.0","","",,NA,"1197.6","0.0","3072659"
"FORT VERMILION","58.382","-116.040","AB","-19.1","0",NA,"-3.4","0","-35.6","0","",,NA,"13.4","0",NA,"16.0","3","",,NA,"1150.5","0.0","3072723"
"GRANDE PRAIRIE A","55.180","-118.885","AB","-13.3","1",NA,"3.9","1","-32.6","0","7.6","1",NA,"6.6","1",NA,"6.0","2","",,NA,"939.0","0.0","3072921"
"HAWK HILLS AGCM","57.265","-117.298","AB","-17.0","6",NA,"2.6","5","-36.8","4","",,NA,"7.2","14",NA,"","2","",,NA,"874.3","0.0","3073071"
"HIGH LEVEL","58.622","-117.165","AB","-18.1","5",NA,"-4.2","5","-37.4","5","",,NA,"4.4","5",NA,"","1","",,NA,"939.3","0.0","3073140"
"HIGH LEVEL A","58.621","-117.165","AB","-19.4","0","-1.2","-4.5","0","-37.5","0","36.4","0","154.0","17.8","0","95.0","16.0","5","","",NA,"1159.5","0.0","3073146"
"JEAN COTE AGCM","55.913","-117.120","AB","-14.3","0",NA,"2.1","0","-34.5","0","",,NA,"8.7","0",NA,"","3","",,NA,"1000.8","0.0","3073535"
"LA CRETE AGCM","58.172","-116.343","AB","-18.3","10",NA,"-2.2","10","-32.2","8","",,NA,"5.4","10",NA,"","1","",,NA,"762.5","0.0","3073730"
"LA GLACE AGCM","55.422","-119.255","AB","-15.1","0",NA,"2.5","0","-34.0","0","",,NA,"3.4","0",NA,"","0","",,NA,"1025.5","0.0","3073740"
"MANNING","56.951","-117.644","AB","-17.9","25","-5.2","3.0","25","-35.5","25","1.0","25",NA,"1.0","25",NA,"","1","","",NA,"215.4","0.0","3074182"
"MANNING AGDM","56.974","-117.451","AB","-17.2","7",NA,"3.3","7","-38.8","2","",,NA,"",,NA,"","","",,NA,"843.6","0.0","3074190"
"CLEARDALE AGDM","56.314","-119.745","AB","-14.3","17",NA,"3.5","11","-33.1","12","",,NA,"10.6","17",NA,"","3","",,NA,"452.3","0.0","3074935"
"PEACE RIVER A","56.227","-117.448","AB","-14.3","1",NA,"2.1","1","-33.8","0","6.1","1",NA,"6.1","1",NA,"7.0","2","",,NA,"968.7","0.0","3075041"
"PEORIA AGDM","55.621","-118.293","AB","-10.0","11",NA,"3.3","9","-32.1","4","",,NA,"2.6","11",NA,"","1","",,NA,"560.0","0.0","3075160"
"RED EARTH","56.552","-115.278","AB","-14.9","3",NA,"3.4","3","-35.5","1","",,NA,"6.7","11",NA,"","2","",,NA,"919.8","0.0","3075488"
"RYCROFT AGCM","55.777","-118.668","AB","-12.9","5",NA,"2.8","5","-35.0","0","",,NA,"4.0","5",NA,"","1","",,NA,"803.0","0.0","3075601"
"SAVANNA AGCM","56.076","-119.345","AB","-7.9","11",NA,"2.5","11","-31.1","1","",,NA,"5.3","11",NA,"","1","",,NA,"517.6","0.0","3075770"
"SIMONETTE","54.425","-117.741","AB","-10.3","26","-2.4","4.0","20","-27.0","21","5.6","20",NA,"5.6","20",NA,"","2","","",NA,"141.5","0.0","3075937"
"SPIRIT RIVER AUTO STATION","55.695","-119.230","AB","-12.8","0",NA,"0.6","0","-30.1","0","",,NA,"15.8","0",NA,"23.0","3","",,NA,"954.9","0.0","3076069"
"TEEPEE CREEK AGCM","55.352","-118.408","AB","-13.6","2",NA,"3.0","2","-31.7","0","",,NA,"2.6","2",NA,"","0","",,NA,"915.6","0.0","3076366"
"VALLEYVIEW AGDM","55.098","-117.199","AB","-12.9","9",NA,"4.1","7","-30.6","3","",,NA,"2.1","29",NA,"","1","",,NA,"679.3","0.0","3076680"
"GARDEN RIVER","58.711","-113.866","AB","-17.7","1",NA,"1.7","1","-37.5","0","",,NA,"",,NA,"","","",,NA,"1072.1","0.0","307KPFP"
"COLD LAKE A","54.417","-110.283","AB","-14.5","0","-0.6","2.9","0","-34.3","0","12.9","0","54.0","9.2","0","50.0","6.0","4","",,NA,"1007.7","0.0","3081680"
"DUPRE AGCM","54.367","-110.868","AB","-14.0","4",NA,"3.6","4","-35.6","4","",,NA,"7.7","7",NA,"","1","",,NA,"863.1","0.0","3081690"
"BRATT'S LAKE CLIMATE","50.201","-104.710","SK","-13.6","0",NA,"1.9","0","-33.6","0","",,NA,"9.2","0",NA,"7.0","3","",,NA,"980.1","0.0","4010811"
"BROADVIEW","50.368","-102.571","SK","-14.3","0","-1.3","0.2","0","-34.1","0","",,NA,"21.5","0","105.0","12.0","8","",,NA,"1001.0","0.0","4010879"
"BUFFALO POUND LAKE","50.550","-105.383","SK","-13.0","2",NA,"2.5","1","-31.0","1","5.0","1",NA,"5.0","1",NA,"0.0","1","","",NA,"899.2","0.0","4010984"
"CUPAR","50.850","-104.267","SK","-12.8","6","-0.1","1.0","3","-33.0","3","14.0","3",NA,"14.0","3",NA,"0.0","3","","",NA,"770.3","0.0","4011980"
"ESTEVAN A","49.210","-102.966","SK","-14.2","4",NA,"0.4","0","-34.9","4","51.9","4",NA,"58.4","2",NA,"13.0","9","",,NA,"869.4","0.0","4012401"
"ESTEVAN","49.217","-102.967","SK","-14.1","0",NA,"0.4","0","-34.1","0","",,NA,"44.3","0",NA,"10.0","10","",,NA,"994.6","0.0","4012410"
"INDIAN HEAD CDA","50.550","-103.650","SK","-14.1","0","-1.7","0.2","0","-34.2","0","",,NA,"17.2","0","70.0","7.0","6","",,NA,"994.7","0.0","4013480"
"KELLIHER","51.257","-103.753","SK","-14.2","0","-1.1","-0.5","0","-32.5","0","18.0","0","70.0","18.0","0","69.0","21.0","8","","",NA,"998.7","0.0","4013660"
"KIPLING","50.200","-102.733","SK","-14.2","0","-1.7","0.0","0","-33.0","0","24.0","0","109.0","24.0","0","105.0","0.0","8","","",NA,"997.0","0.0","4014040"
"LANGENBURG","50.900","-101.717","SK","-13.7","0","-0.1","1.0","0","-36.0","0","27.6","0","111.0","27.6","0","109.0","39.0","8","","",NA,"983.3","0.0","4014145"
"LAST MOUNTAIN CS","51.417","-105.250","SK","-13.4","0","-0.4","3.3","0","-32.1","0","",,NA,"7.1","0","39.0","11.0","2","",,NA,"972.1","0.0","4014156"
"LEROY","52.000","-104.633","SK","-13.8","0","0.0","0.0","0","-32.5","0","8.8","0","50.0","8.8","0","48.0","9.0","4","","",NA,"985.5","0.0","4014322"
"LIPTON 2","51.152","-103.889","SK","-14.2","6","-0.9","0.5","6","-33.0","6","17.4","6",NA,"17.4","6",NA,"18.0","6","","",NA,"805.6","0.0","4014481"
"MACOUN","49.233","-103.233","SK","",,NA,"",,"",,"30.0","29",NA,"30.0","29",NA,"","2","","",NA,"","","4014870"
"MOOSE JAW CS","50.332","-105.538","SK","-12.1","0",NA,"2.9","0","-31.8","0","",,NA,"15.2","0",NA,"1.0","9","",,NA,"932.1","0.0","4015322"
"MUENSTER","52.333","-105.000","SK","-13.1","12","0.8","11.5","12","-30.0","12","0.0","12",NA,"0.0","12",NA,"","0","","",NA,"590.9","0.0","4015440"
"OXBOW","49.317","-102.117","SK","-16.2","7",NA,"0.0","7","-39.5","7","26.6","7",NA,"26.6","7",NA,"","6","","",NA,"821.8","0.0","4015800"
"QU'APPELLE 1","50.567","-103.983","SK","-13.3","0","-1.3","1.5","0","-33.5","0","16.4","0","87.0","16.4","0","84.0","24.0","4","","",NA,"969.3","0.0","4016322"
"REGINA RCS","50.433","-104.667","SK","-13.5","0",NA,"1.5","0","-33.4","0","",,NA,"5.7","0",NA,"4.0","2","",,NA,"975.9","0.0","4016699"
"WATROUS EAST","51.667","-105.400","SK","-13.6","0",NA,"1.6","0","-32.0","0","",,NA,"4.3","0",NA,"5.0","1","",,NA,"979.3","0.0","4018642"
"YELLOW GRASS","49.817","-104.183","SK","-13.0","0","-1.4","2.0","0","-34.0","0","27.0","0","132.0","27.0","0","130.0","0.0","7","","",NA,"962.2","0.0","4019040"
"YELLOW GRASS NORTH","49.817","-104.183","SK","-13.4","0",NA,"2.3","0","-34.8","0","",,NA,"12.4","0",NA,"11.0","4","",,NA,"973.2","0.0","4019041"
"YORKTON","51.265","-102.464","SK","-14.0","0",NA,"0.1","0","-31.7","0","",,NA,"7.3","0",NA,"7.0","2","",,NA,"990.5","0.0","4019073"
